archivo,directorio,track_name,uuid,stem_id,instrumento,clase,plugin,programa
metadata_107.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,698c7ed5056d4f6b1a453243e50f4071,S00,Electric Piano 2,Piano,wurly_ep.nkm,5
metadata_107.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,698c7ed5056d4f6b1a453243e50f4071,S01,Electric Piano 2,Piano,wurly_ep.nkm,5
metadata_108.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,fae3b961d4b0eed2196f83aa3f7b0272,S05,Electric Piano 2,Piano,scarbee_clavinet_full.nkm,5
metadata_109.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,8c43c98a63cc8d2cedc8364cf4960545,S06,Electric Piano 1,Piano,wurly_ep.nkm,4
metadata_11.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,5e3fc014cdf94b134ec1295e4a190bd4,S03,Honky-tonk Piano,Piano,alicias_keys.nkm,3
metadata_11.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,5e3fc014cdf94b134ec1295e4a190bd4,S04,Electric Piano 1,Piano,scarbee_a_200.nkm,4
metadata_110.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,0fc7b179806c0632fe71726f5fc5b47b,S02,Electric Piano 1,Piano,scarbee_pianet.nkm,4
metadata_111.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,83d649bd6de19aa620cb914993e32965,S03,Bright Acoustic Piano,Piano,the_giant_hard_and_tough.nkm,1
metadata_112.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,927a6cc33776d3e0fe9bf1eb1b6d7a6f,S00,Bright Acoustic Piano,Piano,august_foerster_grand.nkm,1
metadata_113.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,9eae5c827dff73854bd95ca01cb01879,S08,Bright Acoustic Piano,Piano,concert_grand.nkm,1
metadata_114.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,6caf4aafa22828e29b840b2cde8f973c,S01,Electric Piano 2,Piano,scarbee_pianet.nkm,5
metadata_115.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,11bf103d26a885136133aa6e031ff3e9,S00,Bright Acoustic Piano,Piano,the_giant_hard_and_tough.nkm,1
metadata_116.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,430d42d427a4b89b77215614bab048ae,S01,Bright Acoustic Piano,Piano,harpsichord.nkm,1
metadata_116.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,430d42d427a4b89b77215614bab048ae,S03,Bright Acoustic Piano,Piano,harpsichord.nkm,1
metadata_116.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,430d42d427a4b89b77215614bab048ae,S11,Acoustic Grand Piano,Piano,the_giant_modern_studio.nkm,0
metadata_117.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,7ffbfeada4036f244710280709dff2b3,S00,Electric Piano 1,Piano,wurly_ep.nkm,4
metadata_118.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,75acb1062f5e8daac599d3e94860d65b,S00,Bright Acoustic Piano,Piano,grand_piano.nkm,1
metadata_118.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,75acb1062f5e8daac599d3e94860d65b,S06,Honky-tonk Piano,Piano,august_foerster_grand.nkm,3
metadata_118.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,75acb1062f5e8daac599d3e94860d65b,S07,Honky-tonk Piano,Piano,august_foerster_grand.nkm,3
metadata_119.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,da99ae118d2cc8cd4938b1d28627c136,S02,Electric Piano 2,Piano,scarbee_a_200.nkm,5
metadata_119.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,da99ae118d2cc8cd4938b1d28627c136,S10,Electric Grand Piano,Piano,scarbee_a_200.nkm,2
metadata_12.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,10b2949e44891af11187883262a9e060,S03,Electric Piano 1,Piano,scarbee_pianet.nkm,4
metadata_120.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,783ee2aacbc238b3ee58a1f210a6c09d,S06,Electric Piano 2,Piano,scarbee_a_200.nkm,5
metadata_121.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,33c644a46aa798f1c4c138476a2dea59,S01,Electric Piano 1,Piano,scarbee_mark_I.nkm,4
metadata_122.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,534a05b898f4f3e51f6a8f66e05fd84d,S03,Harpsichord,Piano,august_foerster_grand.nkm,6
metadata_123.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,b03d78e61a611bdccd17757a30149d7b,S01,Bright Acoustic Piano,Piano,the_giant_hard_and_tough.nkm,1
metadata_123.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,b03d78e61a611bdccd17757a30149d7b,S06,Acoustic Grand Piano,Piano,the_giant_vibrant.nkm,0
metadata_124.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,3937af6b42485ccf0106ab3edf004f32,S07,Bright Acoustic Piano,Piano,grand_piano.nkm,1
metadata_125.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,987e69d7f5b1602d58eceedbb7d17f3a,S03,Electric Piano 1,Piano,scarbee_clavinet_full.nkm,4
metadata_126.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,f0349a574bdd2d71156bf2d6aa964b33,S08,Electric Piano 2,Piano,scarbee_a_200.nkm,5
metadata_127.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,59f058a3237b6781d882868c73cc2333,S03,Bright Acoustic Piano,Piano,concert_grand.nkm,1
metadata_128.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,62f1690d327c6917f948555c49859b0e,S03,Clavinet,Piano,wurly_ep.nkm,7
metadata_128.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,62f1690d327c6917f948555c49859b0e,S04,Bright Acoustic Piano,Piano,upright_piano.nkm,1
metadata_128.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,62f1690d327c6917f948555c49859b0e,S11,Acoustic Grand Piano,Piano,grand_piano.nkm,0
metadata_129.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,b6396a88ad66df96c31288a20979b42c,S02,Bright Acoustic Piano,Piano,grand_piano.nkm,1
metadata_129.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,b6396a88ad66df96c31288a20979b42c,S03,Bright Acoustic Piano,Piano,grand_piano.nkm,1
metadata_13.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,5db3e15bcdaf54d3335900d2aad30034,S05,Electric Piano 2,Piano,wurly_ep.nkm,5
metadata_13.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,5db3e15bcdaf54d3335900d2aad30034,S10,Honky-tonk Piano,Piano,the_gentleman.nkm,3
metadata_13.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,5db3e15bcdaf54d3335900d2aad30034,S11,Acoustic Grand Piano,Piano,the_giant_modern_studio.nkm,0
metadata_130.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,5f2356ce74cbd2343a90c9426cc8f05a,S01,Bright Acoustic Piano,Piano,grand_piano.nkm,1
metadata_131.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,9d704179d5239a564aaaa3b4343876ba,S00,Electric Piano 2,Piano,scarbee_pianet.nkm,5
metadata_131.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,9d704179d5239a564aaaa3b4343876ba,S13,Clavinet,Piano,scarbee_pianet.nkm,7
metadata_132.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,eee626113d86ce3238bef23a5a2a526e,S01,Bright Acoustic Piano,Piano,the_gentleman.nkm,1
metadata_132.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,eee626113d86ce3238bef23a5a2a526e,S09,Electric Piano 1,Piano,scarbee_pianet.nkm,4
metadata_133.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,5ce36d597797478527ff4cb807fbeed3,S06,Bright Acoustic Piano,Piano,the_grandeur.nkm,1
metadata_134.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,2bb9f363184a1a6c3a931062ad7def0c,S00,Acoustic Grand Piano,Piano,alicias_keys.nkm,0
metadata_134.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,2bb9f363184a1a6c3a931062ad7def0c,S02,Clavinet,Piano,scarbee_mark_I.nkm,7
metadata_135.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,22826a680705378e69ba842cf1e3eef0,S02,Bright Acoustic Piano,Piano,harpsichord.nkm,1
metadata_135.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,22826a680705378e69ba842cf1e3eef0,S09,Acoustic Grand Piano,Piano,the_giant_vibrant.nkm,0
metadata_136.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,14cc26fe46c5dcbb139f89aaedcb5bc7,S04,Honky-tonk Piano,Piano,the_giant_hard_and_tough.nkm,3
metadata_137.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,32a77aafb04ea1281a104e32f0e1718e,S01,Electric Piano 2,Piano,scarbee_pianet.nkm,5
metadata_137.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,32a77aafb04ea1281a104e32f0e1718e,S02,Acoustic Grand Piano,Piano,the_gentleman.nkm,0
metadata_138.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,9a4d3971fe584492a1da8b691aade15f,S04,Electric Piano 2,Piano,scarbee_a_200.nkm,5
metadata_139.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,fb0cddcfd139aaca2e6fd28dbc7bb426,S08,Electric Piano 2,Piano,scarbee_mark_I.nkm,5
metadata_14.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,44912b75e6a8d2c103587b3a2cdd19ec,S00,Bright Acoustic Piano,Piano,the_gentleman.nkm,1
metadata_14.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,44912b75e6a8d2c103587b3a2cdd19ec,S06,Acoustic Grand Piano,Piano,grand_piano.nkm,0
metadata_140.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,6958fc2876fe39a238324a930a8e5f4e,S01,Bright Acoustic Piano,Piano,upright_piano.nkm,1
metadata_141.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,31111bd208b6de36eecf377ff18915d3,S02,Electric Piano 2,Piano,wurly_ep.nkm,5
metadata_142.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,ade68ae2437c7daaccf303b4ca450d5a,S00,Bright Acoustic Piano,Piano,the_giant_vibrant.nkm,1
metadata_142.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,ade68ae2437c7daaccf303b4ca450d5a,S06,Electric Piano 2,Piano,scarbee_clavinet_full.nkm,5
metadata_143.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,e1ed7fd5cc3ce4e200056f1fcc1f49a3,S03,Electric Piano 2,Piano,scarbee_a_200.nkm,5
metadata_144.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,896d0a524ad589c35c3b00dddbd02b1e,S01,Electric Piano 1,Piano,wurly_ep.nkm,4
metadata_144.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,896d0a524ad589c35c3b00dddbd02b1e,S02,Electric Piano 1,Piano,wurly_ep.nkm,4
metadata_145.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,50d8797b1175e4eaec2d46b07f62c50d,S02,Electric Piano 2,Piano,scarbee_mark_I.nkm,5
metadata_146.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,271f161feed36e63f206094318ff7137,S04,Bright Acoustic Piano,Piano,august_foerster_grand.nkm,1
metadata_147.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,e555e8fdc8e67bc5eff16c09c6a82319,S06,Electric Piano 2,Piano,wurly_ep.nkm,5
metadata_148.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,8d03d113b9bccff23383e3d5c9141dd8,S02,Honky-tonk Piano,Piano,the_giant_modern_studio.nkm,3
metadata_148.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,8d03d113b9bccff23383e3d5c9141dd8,S05,Acoustic Grand Piano,Piano,august_foerster_grand.nkm,0
metadata_149.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,1ca19599edf819f4769c618300d25095,S05,Clavinet,Piano,scarbee_a_200.nkm,7
metadata_149.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,1ca19599edf819f4769c618300d25095,S10,Acoustic Grand Piano,Piano,concert_grand.nkm,0
metadata_149.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,1ca19599edf819f4769c618300d25095,S11,Electric Piano 1,Piano,scarbee_clavinet_full.nkm,4
metadata_15.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,da41ff8258131a291e36cec39b98c5f8,S00,Electric Piano 2,Piano,scarbee_clavinet_full.nkm,5
metadata_15.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,da41ff8258131a291e36cec39b98c5f8,S10,Acoustic Grand Piano,Piano,upright_piano.nkm,0
metadata_150.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,5eed5e18df5f82d7bf623689a88fb7a8,S03,Acoustic Grand Piano,Piano,grand_piano.nkm,0
metadata_150.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,5eed5e18df5f82d7bf623689a88fb7a8,S07,Harpsichord,Piano,august_foerster_grand.nkm,6
metadata_151.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,262cb00898ab9ab38be8b1ab3fbb4d99,S04,Honky-tonk Piano,Piano,august_foerster_grand.nkm,3
metadata_151.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,262cb00898ab9ab38be8b1ab3fbb4d99,S06,Acoustic Grand Piano,Piano,harpsichord.nkm,0
metadata_152.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,35f09d5dd799cefb8bc280f4066e1679,S06,Bright Acoustic Piano,Piano,ragtime_piano.nkm,1
metadata_153.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,7bf757a0f55705563315bcaca726b27c,S02,Electric Piano 1,Piano,scarbee_clavinet_full.nkm,4
metadata_154.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,1254d4f081c025d9b1b7ac6e4d2ecf7c,S01,Bright Acoustic Piano,Piano,the_giant_modern_studio.nkm,1
metadata_154.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,1254d4f081c025d9b1b7ac6e4d2ecf7c,S08,Acoustic Grand Piano,Piano,august_foerster_grand.nkm,0
metadata_155.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,dd652e9eee56252d91931a76245033d0,S01,Electric Grand Piano,Piano,scarbee_mark_I.nkm,2
metadata_156.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,fb4b28b604b738ce73e6b35661c0a9d1,S01,Bright Acoustic Piano,Piano,august_foerster_grand.nkm,1
metadata_157.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,702708bc27aea034cbe7f68cca2483e4,S02,Electric Piano 2,Piano,scarbee_pianet.nkm,5
metadata_158.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,6cc70d544327b4cebbd65d5ff73a90b7,S00,Clavinet,Piano,scarbee_a_200.nkm,7
metadata_158.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,6cc70d544327b4cebbd65d5ff73a90b7,S05,Clavinet,Piano,scarbee_a_200.nkm,7
metadata_159.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,2cb0b781cbd2c2a2208654ab3b53f5f3,S03,Bright Acoustic Piano,Piano,upright_piano.nkm,1
metadata_16.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,73e22d81fdaf62caa0b74cb7395c5cd8,S08,Honky-tonk Piano,Piano,upright_piano.nkm,3
metadata_160.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,f670af08be4a433dca82e7f2e93bddfb,S01,Electric Piano 2,Piano,scarbee_clavinet_full.nkm,5
metadata_161.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,89dcaa541ad8fec48954d51d038b01ee,S09,Electric Piano 1,Piano,scarbee_clavinet_full.nkm,4
metadata_161.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,89dcaa541ad8fec48954d51d038b01ee,S15,Harpsichord,Piano,the_gentleman.nkm,6
metadata_162.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,ecaa7cf6b54b3e4887dead95fcb2ce95,S02,Electric Grand Piano,Piano,scarbee_clavinet_full.nkm,2
metadata_163.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,bf97a4fd680593d9a7c2403d7f15d01b,S03,Electric Piano 1,Piano,scarbee_pianet.nkm,4
metadata_163.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,bf97a4fd680593d9a7c2403d7f15d01b,S10,Acoustic Grand Piano,Piano,the_giant_modern_studio.nkm,0
metadata_164.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,af062befc8ee4bb7a3a2302b645895d9,S02,Electric Piano 1,Piano,scarbee_pianet.nkm,4
metadata_164.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,af062befc8ee4bb7a3a2302b645895d9,S04,Acoustic Grand Piano,Piano,upright_piano.nkm,0
metadata_165.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,89ec6303ba05f58e00644b6ee36140f8,S13,Acoustic Grand Piano,Piano,concert_grand.nkm,0
metadata_165.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,89ec6303ba05f58e00644b6ee36140f8,S17,Electric Piano 2,Piano,scarbee_mark_I.nkm,5
metadata_166.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,945826c02033d5ad1522be69fe1abe3a,S01,Electric Grand Piano,Piano,scarbee_a_200.nkm,2
metadata_167.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,ee42bce8313c6855f268d057e17813e3,S11,Electric Piano 1,Piano,wurly_ep.nkm,4
metadata_167.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,ee42bce8313c6855f268d057e17813e3,S13,Electric Piano 1,Piano,wurly_ep.nkm,4
metadata_168.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,7d04ce80ba6523fcb9e8219a0d285aa4,S02,Electric Piano 1,Piano,scarbee_pianet.nkm,4
metadata_168.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,7d04ce80ba6523fcb9e8219a0d285aa4,S07,Acoustic Grand Piano,Piano,ragtime_piano.nkm,0
metadata_169.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,504fb499e26e117140c898de0d84b6ec,S01,Electric Piano 2,Piano,scarbee_a_200.nkm,5
metadata_17.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,3cccac3e7cd68df8f01a1a61e6ef3172,S07,Bright Acoustic Piano,Piano,upright_piano.nkm,1
metadata_17.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,3cccac3e7cd68df8f01a1a61e6ef3172,S08,Acoustic Grand Piano,Piano,the_grandeur.nkm,0
metadata_17.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,3cccac3e7cd68df8f01a1a61e6ef3172,S09,Acoustic Grand Piano,Piano,the_grandeur.nkm,0
metadata_170.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,a9582bedbd63a4785254ef41e40a24e4,S02,Honky-tonk Piano,Piano,the_gentleman.nkm,3
metadata_171.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,78643c75cf38f054218278b4e91be052,S04,Electric Piano 1,Piano,wurly_ep.nkm,4
metadata_172.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,0328c63345ad1cb348df30ee7d72bea4,S01,Bright Acoustic Piano,Piano,upright_piano.nkm,1
metadata_172.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,0328c63345ad1cb348df30ee7d72bea4,S05,Electric Piano 1,Piano,scarbee_a_200.nkm,4
metadata_172.yaml,D:\src\Piano-Audio-Separation\Analsis-exploratorio\YAML\Slakh2100,Slakh2100,0328c63345ad1cb348df30ee7d72bea4,S14,Acoustic Grand Piano,Piano,harpsichord.nkm,0
